LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_PAID,AUGUST_PAID,JULY_PAID,JUNE_PAID,MAY_PAID,APRIL_PAID,DEFAULTED
20000,1,3,2,30,10,9,9,9,9,9,2697,6000,3000,6000,150,1832,0
100000,1,1,2,30,9,9,9,9,9,9,3435,4608,25140,2566,2375,4621,0
50000,1,2,2,31,9,9,6,7,9,9,4231,0,0,451,456,449,0
50000,1,2,2,29,9,9,11,11,11,11,0,0,0,1500,0,0,0
260000,1,3,3,37,9,9,6,7,7,7,32000,0,7100,7000,6500,7000,1
50000,1,2,3,38,9,9,9,9,9,9,1592,1338,1268,636,1000,722,0
190000,1,2,2,28,9,9,9,9,9,9,10367,6596,4831,2806,2870,10017,0
200000,1,3,2,33,9,9,9,9,9,9,2374,2355,1550,1000,500,461,0
140000,1,2,3,48,9,9,9,9,9,9,4153,3965,3211,2772,2817,3211,0
130000,1,3,3,42,10,7,10,10,9,9,0,955,1170,0,0,0,1
50000,1,1,3,26,8,7,7,9,9,9,1600,0,2000,2000,2000,2000,1
100000,1,2,2,31,8,7,7,9,9,7,2100,0,2000,2000,1000,0,0
200000,1,1,2,37,9,9,9,9,9,9,3942,4949,4800,2256,2313,2194,0
10000,1,1,2,23,9,9,9,9,9,9,1299,1337,1081,191,375,0,0
20000,1,2,2,24,9,9,9,9,9,9,2000,2011,1650,600,900,900,0
20000,1,2,2,25,9,9,10,9,9,9,5006,5000,2000,0,900,0,0
30000,1,2,3,22,8,7,4,5,6,7,4311,0,0,0,0,0,1
30000,1,2,3,27,5,5,6,7,7,6,0,0,0,1700,0,0,1
310000,1,2,2,30,9,9,9,9,9,9,10400,11200,10840,9361,5300,8205,0
50000,1,2,2,31,9,9,9,9,9,10,1813,2079,2650,106,41302,2000,1
320000,1,4,3,47,9,9,10,10,10,10,1285,4995,7834,2589,3773,0,0
160000,1,2,3,45,9,9,9,9,9,9,6139,4026,1492,860,0,0,1
50000,1,1,2,31,9,9,9,9,9,7,1500,1500,1500,2000,0,1000,0
20000,1,2,3,31,9,9,9,9,9,9,1239,1254,1111,243,400,252,1
330000,1,2,3,32,7,7,7,7,9,9,6000,2400,0,2600,8758,2700,0
10000,1,1,2,36,10,10,10,10,9,9,4009,4011,6260,120,2000,2000,1
100000,1,3,3,41,8,7,9,9,7,9,0,3515,6300,13,765,0,0
130000,1,3,3,42,9,9,9,9,9,9,1288,1700,2000,63000,2885,3000,0
20000,1,1,1,44,8,5,6,7,9,9,0,0,0,0,0,0,1
370000,1,2,2,39,8,7,9,9,9,9,5,14005,12004,12362,12006,9555,1
190000,1,1,3,41,9,10,10,10,7,7,326,176,954,0,950,0,0
50000,1,2,3,35,9,9,9,9,9,9,2600,1800,1500,1000,1000,1000,0
180000,1,3,2,28,9,9,9,9,9,9,1800,1500,2000,1400,1100,1400,0
60000,1,2,3,30,8,7,7,7,7,9,0,4000,2000,0,2000,1700,1
170000,1,3,2,29,9,9,9,9,9,9,5800,6520,5700,4300,4500,4500,0
70000,1,3,2,49,8,7,9,9,7,7,0,1649,5133,1800,1600,1900,1
150000,1,2,2,32,9,9,9,9,9,9,3300,3114,2000,2000,2000,3700,1
100000,1,2,2,32,9,9,9,7,7,7,3000,6000,0,4000,5700,2000,1
20000,1,2,2,35,9,9,9,6,2,3,5000,5000,5000,0,0,1000,1
330000,1,2,3,38,9,9,9,9,9,9,10000,4026,3507,5000,5000,5000,0
20000,1,1,2,31,6,7,7,7,9,9,0,2716,0,700,700,500,1
200000,1,1,2,32,10,10,9,10,9,10,6691,30088,13378,127,12502,109,0
90000,1,1,1,40,9,9,9,9,9,9,1923,2597,2637,2041,2291,4824,1
90000,1,2,3,47,9,9,10,10,11,10,2425,2888,0,0,300,0,1
150000,1,1,3,39,11,11,11,11,11,11,0,0,0,0,0,0,0
20000,1,1,2,47,8,7,9,9,9,7,0,1325,1258,1373,0,602,1
50000,1,2,2,28,9,9,9,9,9,9,1271,1711,20809,668,692,740,0
20000,1,2,3,32,9,9,9,9,10,10,1200,1000,0,390,780,0,0
180000,1,3,3,48,9,9,9,9,9,9,3000,2370,3000,3000,2588,2500,0
50000,1,2,2,29,7,7,7,7,7,9,2000,1800,1600,0,2000,1600,1
180000,1,2,3,37,9,9,9,9,11,11,8440,8500,174,0,0,0,0
200000,1,2,3,40,7,7,9,9,9,9,0,8756,5003,10053,10066,10027,1
180000,1,3,2,28,7,7,7,7,7,7,5100,50,14500,4500,296,4500,0
440000,1,3,2,31,9,9,10,10,9,9,20016,29748,25448,10015,14501,11501,0
30000,1,2,2,40,6,6,7,9,9,9,0,0,1730,1200,1100,1151,1
270000,1,3,2,36,10,9,10,10,10,10,6285,33894,42399,36841,57844,35862,0
130000,1,1,2,28,9,9,9,9,9,9,5000,6900,7000,7000,6000,5500,0
50000,1,2,2,29,9,9,9,9,9,9,1506,1521,1148,364,355,390,0
130000,1,2,3,42,10,10,10,10,10,10,396,396,396,396,396,396,0
190000,1,2,3,41,7,7,9,9,9,9,0,6000,5000,3300,5000,4000,1
50000,1,2,2,34,8,7,7,7,9,9,2600,2500,0,2000,4000,0,1
50000,1,2,2,35,9,9,9,9,9,9,1718,2070,1505,1500,1242,1300,0
50000,1,1,3,42,9,9,9,9,9,9,1425,2000,1293,644,666,676,0
80000,1,1,2,44,9,9,9,9,10,10,2300,2200,1005,4500,0,0,1
70000,1,2,3,36,9,9,9,9,9,9,5000,2000,3000,4000,10000,10000,0
50000,1,1,2,49,9,9,9,9,9,9,1286,21578,1310,706,806,656,0
30000,1,3,2,33,8,7,7,7,7,7,3000,0,3000,1000,1300,0,0
310000,1,2,2,34,9,9,7,9,9,9,3860,0,2000,1895,2000,2000,0
120000,1,2,2,35,9,9,9,7,7,9,3458,6300,3000,0,2103,2300,1
280000,1,2,3,47,9,9,9,9,9,9,10051,10025,10009,10022,10049,7005,0
90000,1,2,3,39,9,9,9,9,9,9,2000,3000,2000,1600,1500,2000,0
280000,1,3,3,42,11,11,11,11,11,11,0,0,0,5320,0,919,0
10000,1,2,3,44,9,9,9,9,9,9,3012,2000,3009,4000,0,0,1
340000,1,3,3,43,11,11,11,11,11,11,4418,0,3931,2295,0,2254,0
70000,1,2,3,44,8,7,7,7,7,7,0,5200,0,2500,4000,0,1
560000,1,2,3,49,9,9,7,7,10,10,3300,1416,0,3416,416,3416,0
360000,1,2,3,40,10,10,7,10,10,10,3125,0,1473,1473,1473,1473,0
70000,1,1,2,47,9,9,9,9,9,9,1421,2524,1584,695,686,525,0
220000,1,2,3,45,9,9,9,9,9,9,6500,6000,4500,3000,3000,3000,0
200000,1,3,3,40,11,11,11,11,11,11,820,820,820,590,2099,820,0
180000,1,1,3,39,9,9,9,9,9,9,1706,1738,1748,1130,1011,1016,0
210000,1,2,1,39,9,9,9,9,9,9,4000,5000,5000,5000,5000,5000,0
100000,1,2,3,39,9,9,9,9,9,9,3274,3000,3431,2994,3345,3233,0
50000,1,1,3,44,9,9,7,9,9,9,43134,0,1219,257,2000,2000,0
50000,1,1,2,34,9,9,9,9,9,9,4500,4000,3000,2500,4000,2500,0
210000,1,3,3,34,9,9,9,9,9,10,30020,4043,10329,0,8249,2572,0
20000,1,2,2,37,6,7,7,2,2,2,0,0,0,0,0,0,1
170000,1,3,2,36,7,7,9,9,9,9,0,6700,6000,4500,6000,4100,0
180000,1,1,3,37,11,11,11,11,11,11,3595,3842,5760,0,925,2755,0
270000,1,1,2,38,7,7,7,7,7,7,10350,11000,0,16002,111,8100,1
450000,1,2,3,41,11,11,11,11,11,11,1287,911,886,972,1249,1416,0
60000,1,2,3,41,9,9,7,10,10,10,6300,0,1236,720,17000,0,1
30000,1,2,3,36,9,9,5,6,7,7,6200,0,0,0,2038,1268,0
50000,1,2,2,41,9,9,9,9,9,9,2000,3000,1729,1597,2000,1709,0
280000,1,1,3,46,10,10,10,9,9,9,2836,41721,2090,356,67,8162,0
420000,1,3,2,33,8,7,7,11,11,11,0,20,24683,752,30002,1056,0
50000,1,1,3,45,9,9,9,9,9,9,1600,1700,1250,1000,1000,1000,0
120000,1,2,3,45,9,9,9,7,10,10,5000,10218,0,4500,4321,3000,0
50000,1,2,3,41,8,5,6,7,7,7,0,0,0,2000,2000,0,1
120000,1,3,3,49,9,9,9,9,9,9,106000,5800,5700,4400,8421,0,0
100000,1,2,3,43,10,10,10,10,10,10,390,390,390,390,390,390,0
20000,1,3,2,22,8,7,9,9,9,9,0,1500,1500,600,1300,0,0
20000,1,1,2,24,4,5,6,7,7,11,0,0,0,0,0,0,0
30000,1,2,2,30,8,6,7,7,6,7,0,0,5621,0,4000,1500,1
240000,1,3,2,30,10,9,9,9,9,9,6581,6881,7181,7281,6638,6881,0
360000,1,1,2,33,9,9,9,9,9,9,2000,7000,7000,5000,4000,4287,0
50000,1,2,3,44,7,10,7,9,9,9,2423,0,1000,0,0,0,1
180000,1,2,3,46,11,11,11,11,11,11,3182,780,0,0,0,0,1
220000,1,3,3,39,9,9,9,9,9,9,10000,4000,5063,2000,1605,1697,0
450000,1,3,3,45,10,10,10,9,9,9,700,46727,1400,924,400,16608,1
30000,1,2,2,42,10,10,10,10,10,10,2975,2230,1390,4040,3080,2190,0
50000,1,2,1,41,9,9,9,9,9,9,4590,3000,3005,3014,3632,4006,0
360000,1,2,3,36,11,11,11,11,11,11,929,5405,500,597,2340,2649,0
360000,1,2,3,34,9,9,9,9,9,9,3444,3053,3122,1030,610,519,0
20000,1,2,3,40,9,9,9,9,9,9,3000,1800,2000,1000,1000,1000,0
230000,1,2,3,36,11,11,11,10,9,10,0,2800,346,0,999,0,0
50000,1,2,2,40,9,9,9,9,9,9,2154,2588,2600,1000,653,1000,1
420000,1,3,3,42,10,10,10,10,9,10,24671,21417,23941,8000,18610,8631,0
20000,1,1,3,40,9,9,9,9,9,9,1258,1282,1293,644,667,743,1
20000,1,1,3,40,9,9,7,6,7,7,3200,2200,0,0,1600,900,1
70000,1,2,3,37,9,9,9,9,9,9,15000,3247,3500,837,1000,2500,0
40000,1,2,3,46,7,7,7,6,7,6,3573,3206,0,2700,0,0,1
20000,1,2,2,34,8,7,7,9,9,6,1500,0,1700,2700,0,600,1
140000,1,3,2,30,10,9,9,11,11,10,1000,0,0,0,5302,5251,0
130000,1,2,3,33,10,10,10,10,10,10,99,99,99,99,98,894,0
240000,1,3,3,35,10,10,10,10,10,9,6315,37046,0,1894,0,0,0
20000,1,2,2,30,9,9,9,9,9,9,1568,1597,1301,816,1000,779,1
230000,1,2,2,34,11,11,11,11,11,11,0,856,6147,7387,13492,6701,0
500000,1,2,3,44,11,10,10,9,9,9,94064,223792,85184,4803,1189,222429,0
20000,1,2,3,46,9,9,9,9,9,9,1363,1256,1178,311,2264,0,1
50000,1,2,3,42,9,9,9,9,9,9,1880,1299,3007,1450,3000,3000,0
130000,1,3,2,38,9,9,9,11,11,11,7000,0,0,0,0,0,0
400000,1,2,3,42,9,10,10,9,9,10,3369,8379,1074,124,3042,2891,1
50000,1,1,3,40,7,9,9,9,9,9,1700,1700,2000,1500,1600,1600,0
360000,1,3,2,30,10,10,10,10,10,9,100496,799,1005,6398,3020,3040,0
50000,1,1,2,34,7,7,7,7,6,7,2000,2000,4200,1170,4300,0,1
20000,1,2,2,44,9,9,9,9,9,9,1115,1202,1000,117,246,0,0
160000,1,3,3,40,10,10,10,10,11,11,1000,1000,0,0,0,720,1
420000,1,1,3,32,10,10,10,9,9,9,2499,86113,10000,2256,1529,30281,0
150000,1,3,2,34,7,6,7,9,9,9,0,0,2535,5000,5000,3000,1
190000,1,3,2,37,9,9,9,9,9,9,4007,4051,5013,3000,3000,3500,0
20000,1,1,2,31,7,7,7,9,9,9,2906,0,1250,594,3000,819,1
410000,1,3,2,32,10,9,10,10,10,10,10000,7764,623,4695,5973,4421,0
270000,1,3,2,32,9,9,9,9,9,9,2000,5000,3000,4000,3000,3000,0
120000,1,3,3,32,9,9,9,9,11,11,6000,5500,0,0,0,0,0
30000,1,2,3,33,9,9,9,9,9,9,2300,1009,30000,604,1500,2500,0
240000,1,1,3,33,9,9,9,7,9,9,8000,157500,0,5759,5775,6407,0
300000,1,3,3,33,9,9,9,9,9,9,1514,1216,3127,3046,2011,142,0
500000,1,3,3,34,9,9,9,9,9,9,3780,3030,10327,10031,10255,115270,0
700000,1,3,3,34,11,11,11,11,11,11,6168,7105,7721,168,5836,52924,0
110000,1,3,2,33,9,9,9,9,9,9,4000,5009,4000,3027,3000,2500,0
490000,1,2,3,34,9,9,9,9,10,9,1340,1397,3193,162856,5461,5010,0
500000,1,3,2,34,9,9,9,9,9,9,5000,5000,5000,5000,5000,8000,0
50000,1,2,2,43,10,10,10,10,9,10,396,396,792,0,396,792,1
430000,1,3,3,42,11,11,11,11,11,11,11461,5745,8935,1350,10184,4190,0
200000,1,2,3,37,10,10,9,10,10,9,19313,9455,15306,7055,10700,12389,0
270000,1,1,2,38,9,9,9,9,9,9,11021,12041,8028,7001,5454,6001,0
220000,1,2,3,49,10,10,10,9,9,9,1158,20752,1051,7120,14928,1177,0
20000,1,2,2,34,10,10,10,7,7,11,390,780,0,0,0,0,0
280000,1,3,2,35,8,11,11,10,10,11,401,183,4429,981,4992,4517,0
70000,1,2,3,49,9,9,9,9,9,9,2020,2011,2013,2001,2000,2201,0
420000,1,3,3,43,11,11,11,11,11,11,14274,8232,2853,3027,5946,32053,0
90000,1,2,3,44,7,9,9,9,9,9,2134,3043,3000,2300,4506,15490,1
10000,1,2,3,37,9,9,9,9,10,10,1065,1246,1000,780,0,390,0
120000,1,2,2,41,8,7,9,9,10,10,0,1600,1000,390,390,0,1
340000,1,2,3,49,9,9,9,9,9,9,17000,18000,13000,12000,12000,8000,0
350000,1,2,3,49,9,9,9,9,9,9,7600,8008,7200,7200,7500,7500,0
100000,1,2,3,34,7,7,7,9,9,7,2300,2000,4500,3300,0,3500,1
60000,1,3,3,37,7,9,9,9,9,9,2000,2500,2000,2000,1500,2000,1
290000,1,2,3,42,11,11,11,11,10,10,0,0,0,1855,3940,2490,1
30000,1,2,3,37,9,9,9,9,9,9,1551,1265,1500,841,0,0,1
180000,1,2,2,31,9,9,10,10,10,10,1000,4337,3334,3334,3334,3334,1
50000,1,2,2,49,9,9,9,9,9,9,2000,2124,2047,5618,1000,2000,1
160000,1,2,3,39,9,9,9,7,7,9,1639,3683,1564,0,2053,3228,1
30000,1,4,2,49,9,9,9,9,9,9,3000,1800,2000,2590,10000,1452,0
240000,1,3,2,47,7,7,11,11,11,11,0,0,0,0,0,0,1
260000,1,1,2,43,9,9,9,9,9,9,10000,10000,10000,10000,8000,10000,0
20000,1,2,2,42,8,7,9,9,7,9,0,1600,2726,0,643,646,1
50000,1,1,2,39,7,9,9,9,9,10,30003,13000,9036,6190,10135,16000,0
180000,1,3,2,37,10,10,10,10,9,9,45612,0,245863,5009,5040,0,0
110000,1,1,3,43,10,10,10,10,9,9,390,5050,63032,1100,1100,1000,0
130000,1,2,3,33,10,10,10,10,10,10,390,390,390,390,390,390,0
30000,1,2,3,45,10,10,10,10,10,10,390,390,390,0,780,0,0
130000,1,2,3,48,11,11,11,11,11,11,1902,1023,3650,950,9093,4,0
170000,1,2,3,38,10,9,10,10,10,9,15067,11572,3282,3282,0,3122,1
240000,1,2,2,38,9,9,9,9,9,9,8400,10000,7500,5600,5500,4600,0
360000,1,3,2,38,10,10,10,10,10,10,2413,2738,2969,2677,2060,2071,0
150000,1,3,2,37,10,10,9,10,9,9,89524,19406,102989,2608,7845,0,0
70000,1,1,2,38,9,9,9,9,9,9,2682,2563,1568,970,1000,2000,1
220000,1,2,2,30,9,9,9,9,9,9,7667,7261,5170,4054,4500,1225,0
80000,1,2,3,31,9,9,9,9,9,9,2600,2036,1500,1201,1500,2000,0
180000,1,3,2,31,9,9,9,9,9,9,12000,2000,8043,2000,4000,12500,0
390000,1,3,3,32,9,9,9,9,9,9,6000,10778,7063,7060,30009,10025,0
20000,1,1,3,48,9,9,9,9,9,9,1257,1368,1115,301,310,352,1
100000,1,3,3,44,9,9,9,9,7,9,3400,3400,6200,0,2800,2800,0
10000,1,2,2,37,9,9,9,9,9,9,1117,2800,1200,265,800,500,0
80000,1,1,3,42,11,11,11,11,11,11,1780,360,0,0,0,0,0
330000,1,3,3,48,11,11,10,10,10,10,12089,28933,14553,12400,20805,0,0
20000,1,2,3,47,9,9,9,7,7,7,1200,2800,0,1500,0,1000,1
270000,1,3,2,33,10,10,9,10,9,9,765,1004,42522,1026,10000,1041,0
280000,1,2,2,33,11,11,11,11,11,11,2650,3294,3640,2720,7598,4434,0
180000,1,2,2,33,9,9,9,9,9,9,4100,4400,10000,12900,5000,5000,0
350000,1,1,3,44,10,10,10,10,10,10,3569,33276,2353,64017,38546,435,0
200000,1,1,3,44,7,9,9,9,9,9,11000,11000,5000,5000,5000,3000,1
50000,1,2,3,41,9,9,9,9,9,9,1803,1988,1514,1041,1056,1078,1
500000,1,3,3,41,9,9,7,7,10,7,2608,0,0,800,0,1500,0
140000,1,3,3,43,10,10,10,10,10,10,1872,1249,1872,1453,1453,1034,0
180000,1,3,3,40,11,11,11,11,11,11,0,0,0,0,0,0,1
540000,1,4,2,49,9,9,9,9,9,9,3538,4380,2067,564,207019,6716,0
30000,1,3,2,28,10,10,10,10,11,11,0,950,0,0,0,0,0
270000,1,3,3,42,10,10,10,10,10,10,3923,8537,5056,7507,24170,3840,0
210000,1,3,2,28,8,11,11,11,11,11,0,0,0,0,0,0,0
160000,1,4,3,45,8,10,10,11,10,9,10427,0,0,1817,0,4700,0
50000,1,1,2,39,9,9,10,10,7,9,1000,810,51000,0,1000,1000,0
50000,1,2,2,29,10,10,9,10,10,10,9377,1000,5140,5140,5140,2600,0
200000,1,2,3,33,9,9,9,7,10,10,5250,10023,27,2614,9454,5019,0
240000,1,3,2,35,10,10,7,10,9,10,650,0,2250,0,1925,1925,1
50000,1,3,2,32,8,7,7,7,7,7,2064,500,1800,3528,0,3000,1
80000,1,2,2,28,9,9,9,9,11,11,2017,1033,0,0,0,1820,0
80000,1,2,3,34,7,7,7,9,9,9,3650,0,3328,1888,1787,1960,1
80000,1,2,3,30,7,9,9,9,9,6,9200,9200,9200,9200,9200,0,1
200000,1,2,3,38,9,9,9,11,11,11,1005,220,2387,0,0,3380,0
200000,1,1,3,41,9,9,9,9,9,9,7000,8080,6000,0,0,0,1
290000,1,3,2,38,8,11,11,11,11,11,0,0,0,0,0,0,0
80000,1,2,3,39,9,9,9,9,9,9,5107,3269,1400,368,1000,0,0
250000,1,3,3,40,9,10,10,10,10,7,4730,5607,8634,2500,0,0,0
50000,1,2,3,37,8,10,10,10,10,11,780,390,780,0,0,0,0
240000,1,2,3,45,9,9,9,9,9,9,10000,9000,10000,8301,9000,13000,0
130000,1,2,3,43,9,9,9,10,10,10,3496,1208,390,390,390,390,0
190000,1,2,3,45,9,9,9,9,9,9,5000,2600,2000,3000,5000,2000,0
20000,1,2,2,40,10,10,9,9,9,9,11839,1266,1000,5000,209,0,0
60000,1,2,2,32,8,7,7,7,7,7,3000,0,5000,2100,0,4600,0
170000,1,2,3,35,8,7,7,7,7,9,1900,0,2000,0,500,500,0
50000,1,1,3,46,8,7,9,9,7,9,0,2000,2800,0,1500,2500,0
240000,1,2,3,31,9,9,9,9,9,9,8200,10000,8000,10000,6531,5543,0
200000,1,3,2,31,8,7,7,6,7,7,8300,15900,200,6100,7000,0,1
130000,1,3,2,31,8,11,11,11,11,11,0,0,0,0,0,0,0
360000,1,4,3,31,9,9,9,9,9,9,8000,7500,3500,2500,2500,2600,0
200000,1,3,2,33,9,9,9,7,9,9,5000,5700,2000,3000,2000,1000,0
160000,1,1,2,38,9,9,9,9,9,9,120000,10000,10000,5000,3000,5000,0
230000,1,3,3,39,10,10,10,10,10,10,660,660,660,660,660,660,0
280000,1,3,3,38,8,10,10,10,10,10,5410,2380,3709,5849,5606,5299,0
210000,1,3,3,40,9,9,9,9,7,9,1367,1777,1577,0,1366,3130,0
380000,1,1,3,39,9,9,9,9,9,9,10012,20012,10014,10048,10022,20153,0
270000,1,2,3,36,8,7,9,9,9,9,0,11000,10000,5000,5000,3000,1
150000,1,2,2,34,10,10,10,7,7,11,2000,1371,0,0,0,0,0
110000,1,3,2,30,8,7,7,7,7,7,4200,4200,3600,3500,3600,0,0
500000,1,3,2,32,10,9,9,9,10,10,40019,16107,3325,1151,3074,4984,0
100000,1,2,2,41,10,7,7,7,7,7,1500,0,2000,0,5000,0,1
130000,1,3,2,30,9,9,9,9,9,9,3700,3916,3000,3000,3000,1000,0
200000,1,3,2,34,7,9,9,9,7,7,10000,10000,15000,0,10000,0,1
280000,1,2,2,47,9,9,9,9,9,9,20213,8003,9002,5000,5000,5000,0
420000,1,3,3,39,9,9,9,9,9,9,5138,5267,5347,4019,4152,4173,0
380000,1,3,2,29,10,10,10,10,10,9,389,389,389,776,1,435,0
220000,1,3,2,33,8,11,11,11,11,11,0,0,0,0,0,0,1
310000,1,2,3,35,11,11,11,11,11,11,0,0,0,0,0,352,0
310000,1,2,3,48,9,9,9,9,9,9,5200,4700,4250,3100,3100,3100,0
550000,1,3,2,35,7,7,7,7,7,9,23000,23000,18000,0,18373,18159,0
170000,1,3,2,36,10,10,10,10,10,10,11376,4346,947,316,3797,316,0
50000,1,3,2,35,9,9,9,9,10,9,1600,1000,2500,47566,1700,2000,0
390000,1,3,3,41,11,11,11,11,11,11,500,321,4412,1069,448,2661,0
20000,1,2,2,24,9,9,9,11,11,11,1775,0,0,390,0,1600,0
80000,1,3,2,26,9,9,9,9,9,9,10000,2000,2000,0,0,3000,0
200000,1,2,2,25,10,9,9,9,9,9,15000,43982,5150,6000,15027,463,0
80000,1,2,2,27,8,11,11,10,10,11,0,0,200,0,0,698,0
200000,1,3,2,28,9,9,9,9,9,9,30002,30002,21876,16433,5661,5349,0
130000,1,2,2,30,9,9,9,9,10,9,1100,2000,5000,128000,4700,4600,0
200000,1,2,3,28,6,7,7,2,2,2,0,0,0,0,0,0,1
20000,1,1,2,48,6,7,7,2,2,2,0,0,0,0,0,0,1
310000,1,2,2,35,11,11,11,11,11,11,1532,22328,0,1121,401,0,0
160000,1,1,3,40,9,9,9,9,9,9,7000,7500,6008,5516,6011,6009,0
190000,1,2,2,40,7,7,7,7,7,7,0,15000,6600,6500,6500,7000,1
110000,1,2,3,49,9,9,9,9,9,9,1855,1921,2563,2300,2300,1704,0
150000,1,2,2,49,9,9,9,9,9,9,3090,3218,3196,3360,3310,3573,0
90000,1,3,3,37,9,9,9,9,9,9,1950,2000,1800,1150,1200,1150,0
150000,1,3,2,34,9,9,9,9,9,9,10115,15010,10015,3022,1522,2013,0
160000,1,3,3,41,10,10,10,10,10,7,230,1500,1310,1444,0,1000,1
180000,1,3,2,34,11,11,11,11,11,11,0,0,0,0,0,0,0
20000,1,2,2,26,8,7,7,9,9,7,2000,0,2000,1000,0,1200,1
50000,1,2,3,32,9,9,9,9,9,9,2284,2006,2010,2123,2138,2442,1
420000,1,2,3,41,9,9,9,9,9,9,4988,4976,6019,5065,1035,182778,0
30000,1,2,3,30,9,9,9,9,9,10,2001,10019,1219,1032,28609,1269,0
20000,1,1,3,46,10,7,7,10,10,9,0,0,390,1170,0,0,1
200000,1,3,2,38,7,10,10,10,10,10,3405,0,1093,1893,2097,7132,0
50000,1,3,2,36,7,7,9,9,9,9,0,1973,1784,845,1750,1010,1
500000,1,3,3,39,7,9,9,7,7,7,3004,106000,0,8008,78,10549,1
30000,1,1,3,42,8,7,9,9,9,9,14,3000,5000,1000,0,0,0
360000,1,2,3,46,11,11,11,11,11,11,3108,1952,1219,1326,1073,191,1
130000,1,2,3,38,9,9,9,9,11,11,10000,5000,0,0,0,0,0
20000,1,2,3,45,11,11,7,7,7,7,5966,1201,0,1000,0,1000,0
200000,1,3,2,34,11,11,11,11,11,11,10108,291,2515,1133,0,0,0
340000,1,3,3,39,9,9,7,7,9,9,16100,9000,4000,7200,15200,0,0
50000,1,3,3,33,9,9,7,9,9,9,6930,0,1200,155,3000,0,0
360000,1,3,2,33,11,11,11,11,11,11,286,0,0,390,0,0,0
200000,1,2,2,35,10,10,10,11,10,10,4621,4351,1654,6614,707,0,0
50000,1,2,2,33,9,9,9,9,9,9,1780,2140,1161,510,503,500,1
560000,1,2,3,36,11,11,11,11,11,11,3282,2306,4930,2049,1019,2580,0
130000,1,1,2,39,7,7,7,7,7,7,5600,0,6000,0,6000,0,1
20000,1,1,2,38,9,9,9,9,9,9,3000,2000,2000,2000,1003,904,0
360000,1,3,3,42,9,10,10,10,10,10,20204,21908,1780,47307,0,0,0
50000,1,1,3,39,9,9,9,9,9,9,1333,1500,1274,700,700,688,0
70000,1,2,2,35,8,7,7,9,9,9,3000,102,2400,894,1000,1000,1
280000,1,2,3,49,9,9,9,7,9,9,1429,2950,0,792,633,434,0
280000,1,2,2,39,11,11,11,11,11,11,12577,4897,4176,0,0,0,0
50000,1,1,3,37,9,9,9,9,9,9,2021,3259,1754,1665,1723,2099,0
160000,1,2,3,40,9,9,9,9,9,9,3710,4000,4000,3500,7200,0,0
240000,1,1,3,40,9,10,10,10,10,9,1658,3010,2840,4114,3923,3673,0
300000,1,2,3,48,8,11,11,11,11,11,0,0,0,0,0,0,0
280000,1,2,3,39,7,9,9,9,9,9,5000,5000,6585,6409,6046,3053,1
530000,1,3,2,30,9,9,9,9,9,9,13000,20000,10000,10000,10000,9000,0
120000,1,2,2,32,10,10,10,10,10,10,6000,7680,20440,4260,15308,7000,0
130000,1,1,2,33,9,9,9,9,9,9,5264,2188,2500,1122,1500,1200,0
500000,1,3,3,35,10,10,10,11,10,10,10492,7114,12587,8071,7978,13896,0
70000,1,2,3,31,9,9,9,9,9,9,1505,1005,1002,503,502,0,0
10000,1,2,2,31,10,10,10,10,10,11,390,0,780,0,0,0,0
500000,1,3,3,41,10,10,10,10,10,10,6895,27398,3104,6300,10797,4882,0
340000,1,3,3,41,11,11,11,11,11,11,11258,3112,3351,1259,19271,16992,0
10000,1,1,2,37,9,9,9,9,9,9,1103,1123,1133,291,302,1000,1
140000,1,2,2,41,9,9,9,9,9,7,6088,5677,4797,15414,0,2330,0
50000,1,2,2,36,10,10,10,10,10,10,1261,1665,1261,1261,390,390,0
270000,1,2,3,44,7,9,9,9,9,9,8000,6700,10027,6700,7500,7000,1
290000,1,2,2,30,9,9,9,9,9,9,3360,3000,3000,4000,2500,8000,0
50000,1,3,2,33,10,7,7,7,9,9,0,13500,0,0,0,0,0
30000,1,2,3,33,9,9,9,9,9,10,1102,1128,1000,58,2516,3553,0
290000,1,3,2,41,9,9,9,9,9,9,10580,9006,8507,10902,8600,8671,0
200000,1,3,2,31,9,10,10,9,9,9,14280,13918,12836,8000,1000,0,0
50000,1,3,2,31,7,9,9,9,9,9,8705,2501,2005,1312,1614,1706,0
290000,1,3,2,32,10,6,7,9,9,9,0,0,179460,6900,6600,7800,1
130000,1,3,2,36,8,7,7,7,9,9,6500,5000,0,3512,3606,3699,0
220000,1,2,3,47,10,10,10,10,10,10,6261,29390,8489,19000,13550,2969,0
250000,1,3,2,33,9,9,9,9,9,9,5000,5000,5000,5000,4000,5000,0
360000,1,3,3,44,9,9,9,9,9,9,5676,6019,5315,4975,4701,4516,0
150000,1,3,3,38,4,5,6,7,7,11,0,0,0,5000,5000,0,1
160000,1,2,2,37,9,9,9,9,9,9,5019,5000,4156,4500,4500,4000,0
360000,1,3,3,34,11,11,11,11,11,11,1230,505,843,4,2241,56,0
210000,1,2,2,42,9,9,9,9,9,9,8800,9000,9200,8000,8000,9000,0
