LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULTED
50000,1,3,2,48,0
50000,1,1,3,51,0
20000,1,1,3,52,0
110000,1,1,3,57,0
350000,1,2,3,50,0
60000,1,1,3,52,1
20000,1,1,2,59,0
430000,1,3,3,51,0
260000,1,2,3,51,1
140000,1,2,3,52,1
360000,1,3,3,50,0
280000,1,2,3,50,0
10000,1,2,3,50,0
280000,1,2,3,49,0
50000,1,3,3,63,0
50000,1,2,2,56,0
280000,1,2,3,53,1
20000,1,2,3,50,0
80000,1,2,3,51,1
50000,1,2,3,51,0
360000,1,3,3,51,1
260000,1,3,3,50,0
20000,1,1,3,60,0
110000,1,2,3,51,0
20000,1,2,2,52,1
20000,1,4,2,55,1
70000,1,3,3,60,0
30000,1,1,3,52,1
230000,1,1,3,61,1
160000,1,1,3,57,1
30000,1,1,3,50,0
50000,1,1,1,52,1
210000,1,1,3,47,0
50000,1,1,2,60,0
150000,1,3,3,55,1
660000,1,3,2,55,0
100000,1,2,3,47,0
700000,1,2,3,50,0
300000,1,3,3,50,1
320000,1,3,3,50,0
250000,1,3,3,50,0
150000,1,3,2,50,0
200000,1,3,2,50,1
50000,1,1,2,52,1
320000,1,3,3,52,0
20000,1,1,3,51,0
170000,1,2,3,64,0
50000,1,2,3,52,1
130000,1,2,3,52,0
150000,1,3,3,59,0
500000,1,3,3,53,0
410000,1,2,3,54,0
50000,1,2,3,53,0
200000,1,4,3,66,0
230000,1,1,3,55,0
20000,1,1,2,53,1
300000,1,1,3,53,0
20000,1,1,1,57,0
380000,1,3,3,55,0
150000,1,2,3,57,1
20000,1,2,3,53,0
130000,1,1,2,56,0
350000,1,3,3,57,0
440000,1,3,3,64,0
170000,1,2,3,54,0
70000,1,3,3,67,0
270000,1,3,3,58,0
500000,1,2,3,59,0
200000,1,1,3,60,0
290000,1,1,3,55,0
50000,1,3,2,54,0
20000,1,1,3,57,1
80000,1,1,3,56,0
70000,1,2,2,55,0
50000,1,1,3,53,0
160000,1,2,3,55,0
70000,1,3,1,57,0
230000,1,3,2,59,0
180000,1,2,3,70,0
20000,1,2,2,56,0
350000,1,3,3,70,0
70000,1,2,3,54,0
20000,1,2,2,54,0
180000,1,2,2,56,0
320000,1,1,3,56,0
50000,1,2,3,53,0
50000,1,2,3,56,0
180000,1,2,3,55,1
130000,1,2,3,55,0
20000,1,1,2,57,0
500000,1,2,3,54,0
50000,1,2,3,58,0
760000,1,1,3,54,0
20000,1,2,3,55,1
200000,1,3,3,54,0
500000,1,2,3,59,0
70000,1,3,3,54,0
50000,1,2,3,54,1
680000,1,2,2,64,0
290000,1,2,3,53,0
450000,1,3,3,53,0
370000,1,3,3,68,0
80000,1,3,3,53,0
40000,1,3,3,57,0
60000,1,3,3,54,0
300000,1,3,3,58,0
430000,1,3,3,69,0
190000,1,1,3,67,0
200000,1,2,3,65,0
150000,1,3,3,54,1
200000,1,3,3,58,1
50000,1,3,3,58,0
300000,1,3,3,55,0
480000,1,2,3,53,0
290000,1,1,3,53,0
360000,1,3,3,54,1
110000,1,2,3,56,0
220000,2,3,2,27,0
120000,2,2,1,59,1
50000,2,1,2,26,1
70000,2,2,3,37,0
30000,2,2,2,35,0
60000,2,2,3,32,0
110000,2,2,2,28,1
30000,2,1,3,30,0
60000,2,1,3,34,0
60000,2,3,2,26,0
30000,2,2,2,24,0
60000,2,1,3,49,0
180000,2,4,2,26,0
240000,2,2,3,34,0
220000,2,3,2,30,0
100000,2,1,3,35,0
180000,2,3,2,27,0
140000,2,2,3,26,0
60000,2,2,3,27,1
90000,2,1,3,56,0
50000,2,2,2,27,1
290000,2,3,2,28,0
400000,2,3,2,47,0
60000,2,2,2,35,0
60000,2,2,2,29,0
180000,2,2,2,29,1
130000,2,2,2,24,0
110000,2,3,2,24,1
160000,2,2,2,35,0
500000,2,3,2,25,0
160000,2,3,2,26,0
80000,2,3,2,29,0
70000,2,3,2,28,0
130000,2,4,2,27,0
20000,2,1,3,23,0
90000,2,1,2,27,1
30000,2,3,2,24,0
360000,2,2,2,25,1
150000,2,2,2,30,0
360000,2,2,3,26,1
160000,2,3,2,29,0
120000,2,1,3,51,0
160000,2,2,3,25,0
190000,2,3,2,27,0
110000,2,3,2,28,0
290000,2,2,2,26,0
20000,2,3,2,24,0
200000,2,3,2,28,0
440000,2,3,2,30,0
70000,2,3,2,27,1
160000,2,2,2,24,0
120000,2,2,2,30,0
20000,2,1,3,22,0
310000,2,3,2,27,0
80000,2,1,3,29,0
180000,2,2,2,29,0
250000,2,3,2,28,1
180000,2,2,2,24,1
130000,2,2,2,29,1
330000,2,1,3,27,0
310000,2,2,2,29,0
70000,2,3,2,25,0
30000,2,2,2,29,1
290000,2,2,3,29,1
260000,2,3,2,29,1
250000,2,3,2,26,0
120000,2,2,2,28,1
230000,2,3,2,26,0
390000,2,3,2,27,0
30000,2,2,3,28,0
50000,2,2,2,26,1
180000,2,3,2,28,0
500000,2,2,2,34,0
50000,2,3,2,29,0
80000,2,2,3,28,0
460000,2,2,3,28,0
150000,2,1,3,28,0
50000,2,2,3,27,0
20000,2,3,2,27,0
350000,2,3,2,33,0
20000,2,2,3,24,1
400000,2,3,2,29,0
490000,2,2,2,35,0
280000,2,3,2,30,0
50000,2,2,2,23,0
20000,2,2,3,24,1
90000,2,3,2,27,0
150000,2,3,2,29,0
70000,2,3,2,28,0
230000,2,3,2,30,0
200000,2,2,2,29,0
500000,2,2,2,28,0
160000,2,2,2,28,0
250000,2,2,3,29,1
60000,2,2,2,27,1
180000,2,2,2,25,0
500000,2,3,3,34,0
50000,2,2,3,25,0
140000,2,2,3,30,0
460000,2,3,2,28,0
160000,2,2,2,39,1
50000,2,3,2,29,0
110000,2,3,2,26,0
100000,2,2,2,24,0
80000,2,3,2,29,0
230000,2,3,2,27,0
280000,2,2,3,38,0
20000,2,2,2,22,1
30000,2,2,2,22,1
30000,2,2,3,23,1
30000,2,3,2,23,0
30000,2,2,2,23,1
110000,2,2,2,24,0
30000,2,2,2,25,0
220000,2,2,2,25,0
20000,2,2,2,26,0
60000,2,2,2,26,0
90000,2,1,3,48,0
100000,2,3,2,30,0
70000,2,2,3,33,0
210000,2,2,2,28,0
50000,2,2,2,22,0
50000,2,3,2,22,0
20000,2,2,2,22,1
130000,2,1,2,23,1
360000,2,3,3,44,0
200000,2,3,2,26,0
130000,2,3,3,35,0
100000,2,2,3,23,0
80000,2,2,2,22,0
60000,2,2,2,22,1
50000,2,2,2,23,0
10000,2,2,2,23,1
30000,2,1,2,23,1
50000,2,2,2,23,0
50000,2,3,2,22,1
30000,2,2,2,22,1
50000,2,2,2,22,0
70000,2,2,2,22,0
20000,2,3,2,22,1
30000,2,2,2,22,0
30000,2,2,2,24,0
80000,2,2,2,24,0
130000,2,3,2,24,0
10000,2,2,2,23,0
70000,2,1,2,23,0
20000,2,2,2,21,0
20000,2,2,2,22,0
30000,2,2,2,22,0
50000,2,1,2,22,0
20000,2,2,2,24,0
60000,2,2,2,22,1
50000,2,2,2,23,0
20000,2,3,2,22,0
30000,2,2,2,22,0
20000,2,2,2,23,1
10000,2,3,2,23,0
50000,2,3,2,22,0
70000,2,3,3,22,0
20000,2,1,4,23,0
50000,2,2,2,23,0
30000,2,2,3,23,0
50000,2,2,2,22,0
30000,2,1,2,23,0
80000,2,2,2,23,0
50000,2,1,2,23,0
20000,2,3,2,24,0
30000,2,3,2,25,0
80000,2,3,2,25,1
140000,2,3,2,25,0
210000,2,2,2,26,0
200000,2,3,2,26,0
20000,2,2,2,22,0
30000,2,2,3,22,1
150000,2,1,2,23,0
60000,2,3,2,24,0
20000,2,2,2,21,0
150000,2,3,2,25,0
70000,2,3,2,25,0
60000,2,2,3,30,1
30000,2,1,3,23,1
330000,2,2,2,31,0
20000,2,1,2,22,1
180000,2,2,3,35,0
20000,2,3,2,23,0
130000,2,2,2,24,0
30000,2,2,2,25,1
30000,2,2,2,22,0
500000,2,3,2,37,0
450000,2,3,3,38,0
50000,2,2,2,22,0
60000,2,2,2,24,0
130000,2,2,2,22,0
280000,2,2,2,25,0
100000,2,2,3,26,0
60000,2,3,2,24,0
80000,2,3,2,25,0
130000,2,3,2,27,0
30000,2,2,2,21,0
50000,2,2,2,22,0
50000,2,2,2,23,1
50000,2,1,2,23,1
90000,2,2,2,23,1
70000,2,3,2,23,0
110000,2,2,2,25,0
80000,2,2,2,25,0
50000,2,1,2,23,0
130000,2,2,2,23,0
130000,2,3,2,24,0
60000,2,2,2,24,1
140000,2,1,2,24,0
110000,2,2,2,24,0
100000,2,2,2,24,1
20000,2,2,3,24,0
90000,2,2,2,24,0
50000,2,2,3,24,0
30000,2,2,2,24,0
130000,2,2,3,23,1
50000,2,2,2,26,0
80000,2,2,3,23,0
50000,2,2,2,23,0
130000,2,3,2,24,0
20000,2,3,2,24,0
120000,2,3,2,24,0
20000,2,2,2,24,0
80000,2,2,2,24,0
50000,2,3,2,24,0
100000,2,3,2,24,0
70000,2,2,2,24,0
90000,2,2,3,25,0
280000,2,2,2,25,0
400000,2,3,2,26,0
130000,2,1,2,26,0
30000,2,4,2,22,1
50000,2,1,2,23,1
80000,2,2,2,23,1
50000,2,1,2,22,0
10000,2,3,2,23,0
90000,2,2,2,24,0
50000,2,3,2,24,1
100000,2,2,2,24,0
90000,2,2,3,25,1
100000,2,3,2,25,0
310000,2,3,2,26,0
210000,2,3,2,26,0
340000,2,2,2,25,0
30000,2,2,3,25,1
70000,2,2,2,25,1
450000,2,3,2,25,0
110000,2,3,2,26,0
30000,2,2,3,26,0
10000,2,2,2,26,1
50000,2,3,2,26,0
120000,2,3,2,27,0
210000,2,3,2,27,0
260000,2,2,2,27,0
300000,2,3,2,27,0
160000,2,3,2,27,0
30000,2,2,2,27,0
120000,2,2,3,22,0
70000,2,2,2,23,0
90000,2,3,2,23,0
60000,2,2,2,24,0
60000,2,3,2,24,0
50000,2,3,2,22,0
100000,2,3,2,23,0
50000,2,2,3,24,0
20000,2,2,2,24,1
80000,2,3,2,24,0
300000,2,4,2,26,0
100000,2,2,2,23,0
140000,2,2,2,25,1
80000,2,2,2,23,1
60000,2,1,2,23,0
230000,2,2,2,23,0
120000,2,2,2,25,0
50000,2,3,2,23,0
60000,2,3,2,24,0
50000,2,2,2,24,0
210000,2,2,3,25,0
90000,2,2,2,23,0
20000,2,3,2,24,0
130000,2,2,2,22,0
20000,2,2,2,22,0
90000,2,2,2,24,0
30000,2,3,2,23,0
30000,2,2,3,23,0
150000,2,2,2,24,0
20000,2,3,2,24,1
80000,2,1,3,25,0
40000,2,2,2,25,0
240000,2,3,2,27,0
100000,2,4,2,27,0
100000,2,3,2,30,0
150000,2,1,2,25,0
270000,2,2,2,25,0
400000,2,2,2,24,0
50000,2,3,2,25,0
80000,2,3,2,25,0
20000,2,2,2,25,0
240000,2,1,2,25,0
70000,2,2,2,25,1
50000,2,2,2,26,0
70000,2,3,2,23,0
170000,2,4,2,24,0
110000,2,1,2,26,0
100000,2,3,3,26,0
10000,2,3,2,23,1
230000,2,2,2,23,0
230000,2,2,2,23,0
60000,2,2,3,23,0
50000,2,1,2,23,0
110000,2,3,2,23,0
180000,2,1,2,42,0
80000,2,2,2,24,0
30000,2,2,2,24,1
50000,2,1,2,24,0
190000,2,3,2,26,0
120000,2,2,2,26,0
30000,2,2,3,21,0
20000,2,2,2,21,0
60000,2,3,2,22,0
20000,2,3,2,22,0
50000,2,2,2,23,1
30000,2,1,2,26,0
150000,2,2,2,27,0
50000,2,3,2,22,1
210000,2,2,2,26,0
130000,2,1,3,25,0
50000,2,2,3,26,0
200000,2,3,2,26,0
180000,2,3,3,26,0
190000,2,3,2,26,1
160000,2,1,2,24,0
130000,2,3,2,23,0
50000,2,3,2,23,0
30000,2,1,3,21,0
20000,2,3,2,23,0
110000,2,2,2,23,0
50000,2,1,2,24,1
50000,2,3,2,24,1
80000,2,2,2,23,0
20000,2,2,3,24,1
20000,2,2,3,24,0
150000,2,3,2,23,0
50000,2,3,2,23,0
20000,2,3,2,24,0
130000,2,3,3,23,0
130000,2,2,2,25,0
60000,2,2,2,24,0
110000,2,2,2,24,0
80000,2,2,2,22,0
50000,2,3,2,24,0
80000,2,2,2,24,0
150000,2,3,2,24,0
50000,2,3,2,24,0
270000,2,2,3,25,0
180000,2,3,2,23,0
80000,2,3,2,24,0
50000,2,2,2,24,1
210000,2,2,2,24,1
90000,2,2,2,24,0
130000,2,3,2,24,0
60000,2,2,2,24,0
320000,2,3,2,24,0
130000,2,3,2,25,0
180000,2,2,2,25,0
100000,2,1,2,25,0
80000,2,2,2,25,0
90000,2,4,2,25,1
310000,2,3,2,25,0
360000,2,2,2,25,0
180000,2,3,2,26,0
40000,2,3,2,24,0
20000,2,3,2,24,1
90000,2,2,3,24,0
210000,2,2,2,25,0
180000,2,2,2,25,0
220000,2,2,2,25,1
150000,2,3,2,25,0
50000,2,2,2,25,0
20000,2,3,2,25,1
130000,2,3,2,25,0
200000,2,3,2,25,0
320000,2,1,2,25,0
90000,2,2,2,25,0
160000,2,2,3,25,1
210000,2,3,3,26,0
360000,2,3,2,26,0
220000,2,2,2,26,1
200000,2,3,2,25,0
60000,2,4,2,27,0
30000,2,2,2,24,0
50000,2,1,3,24,0
90000,2,3,2,25,0
110000,2,2,2,25,0
140000,2,2,2,25,0
200000,2,2,2,25,0
30000,2,2,2,25,0
50000,2,3,2,25,0
50000,2,3,2,25,1
50000,2,3,2,25,0
80000,2,1,3,24,0
240000,2,4,2,25,0
120000,2,1,2,25,1
200000,2,3,2,26,0
140000,2,3,2,26,0
360000,2,2,2,26,0
70000,2,2,3,26,0
170000,2,2,2,26,1
140000,2,1,2,26,1
20000,2,2,2,24,1
50000,2,3,2,24,0
110000,2,3,2,25,0
180000,2,2,2,26,0
90000,2,2,2,25,1
120000,2,3,2,26,0
140000,2,3,2,26,0
290000,2,2,3,26,1
310000,2,3,2,26,0
30000,2,3,2,27,0
200000,2,3,3,25,0
180000,2,1,2,26,0
120000,2,2,3,24,0
290000,2,3,2,25,0
90000,2,1,2,26,0
260000,2,3,2,26,0
230000,2,3,2,26,0
270000,2,3,2,27,0
280000,2,2,2,29,0
110000,2,2,2,27,1
60000,2,3,2,27,0
70000,2,3,2,27,0
100000,2,2,3,27,1
140000,2,2,3,27,0
50000,2,2,3,22,1
80000,2,3,2,23,0
40000,2,4,3,24,0
140000,2,2,2,24,1
200000,2,2,2,24,0
50000,2,2,2,24,0
80000,2,2,2,24,0
270000,2,2,3,26,0
70000,2,2,3,27,1
200000,2,3,2,25,0
170000,2,2,2,25,1
420000,2,2,2,25,0
50000,2,3,2,26,1
140000,2,2,2,27,0
130000,2,3,2,27,0
270000,2,3,2,27,0
80000,2,4,2,27,0
160000,2,2,3,26,0
130000,2,2,2,26,1
160000,2,2,2,27,0
180000,2,2,2,27,0
180000,2,3,2,27,0
210000,2,1,3,27,0
150000,2,1,2,26,0
360000,2,3,3,26,0
470000,2,2,2,26,0
40000,2,3,2,27,0
200000,2,3,2,27,0
150000,2,3,2,27,0
90000,2,2,2,25,1
60000,2,2,2,26,0
80000,2,3,2,26,0
160000,2,3,2,26,0
130000,2,3,2,27,0
70000,2,1,2,26,0
170000,2,2,2,24,0
50000,2,2,2,25,0
100000,2,3,3,25,0
130000,2,3,2,27,0
60000,2,2,2,23,0
290000,2,2,2,25,0
50000,2,2,3,26,0
140000,2,3,2,24,0
120000,2,3,2,24,0
190000,2,2,2,26,0
30000,2,2,2,22,0
160000,2,1,2,26,0
230000,2,4,2,26,0
130000,2,1,2,27,0
340000,2,3,2,27,0
230000,2,3,2,28,1
90000,2,3,2,25,0
300000,2,2,2,26,0
110000,2,2,2,25,1
140000,2,3,2,25,0
180000,2,2,2,26,1
70000,2,3,2,26,1
180000,2,2,3,27,0
150000,2,2,2,27,0
30000,2,2,3,27,0
230000,2,2,2,25,0
180000,2,2,3,27,0
150000,2,2,2,27,0
40000,2,3,2,27,0
40000,2,3,2,27,1
120000,2,2,2,27,1
140000,2,3,2,27,0
80000,2,3,3,27,0
420000,2,3,2,27,0
180000,2,1,2,27,0
90000,2,2,3,27,0
330000,2,2,3,27,0
260000,2,2,3,27,0
200000,2,2,2,27,0
30000,2,2,2,23,0
300000,2,2,2,24,0
130000,2,3,2,24,0
30000,2,2,2,22,0
30000,2,2,2,23,1
130000,2,3,2,23,0
190000,2,2,2,28,0
230000,2,2,2,23,1
50000,2,2,2,24,0
70000,2,2,3,24,0
50000,2,2,3,25,1
60000,2,3,2,24,1
150000,2,2,2,25,0
240000,2,2,3,27,0
110000,2,2,2,25,0
110000,2,2,3,26,0
50000,2,2,2,25,0
210000,2,3,2,29,0
160000,2,3,2,28,0
120000,2,3,2,29,0
130000,2,4,3,27,0
170000,2,2,2,27,0
120000,2,3,2,27,0
170000,2,3,2,27,0
290000,2,2,2,27,0
70000,2,3,2,27,0
140000,2,2,2,27,0
180000,2,3,2,27,1
200000,2,3,2,27,0
90000,2,2,2,27,1
80000,2,2,2,27,0
130000,2,3,3,27,0
20000,2,2,3,27,0
200000,2,3,2,27,1
200000,2,2,2,27,0
120000,2,2,2,27,1
60000,2,1,3,28,0
340000,2,1,2,28,0
150000,2,3,2,28,1
160000,2,1,2,28,0
200000,2,3,2,28,0
50000,2,1,3,28,1
170000,2,3,2,27,1
280000,2,2,3,27,0
270000,2,3,2,26,0
120000,2,2,2,27,0
280000,2,3,2,27,0
50000,2,3,2,27,0
200000,2,3,2,28,0
50000,2,2,3,27,1
150000,2,3,2,28,0
50000,2,1,2,28,1
150000,2,2,2,27,0
150000,2,3,2,27,0
90000,2,2,2,27,0
500000,2,3,2,28,0
300000,2,2,2,28,0
240000,2,2,2,28,0
120000,2,2,2,28,0
120000,2,2,3,28,0
390000,2,3,2,28,0
200000,2,2,3,28,0
80000,2,2,2,24,0
20000,2,2,2,23,1
50000,2,2,2,24,0
70000,2,2,2,25,1
170000,2,2,2,24,0
80000,2,2,2,25,0
310000,2,2,2,27,0
230000,2,3,2,27,0
20000,2,2,2,27,0
270000,2,2,3,27,0
230000,2,1,2,27,1
230000,2,2,2,28,0
200000,2,3,2,28,0
30000,2,1,2,28,0
300000,2,2,2,28,1
500000,2,3,2,29,0
170000,2,3,2,29,0
200000,2,2,2,29,0
500000,2,3,2,29,0
50000,2,2,2,29,0
150000,2,3,2,29,0
100000,2,2,2,29,0
150000,2,3,2,26,0
170000,2,3,2,26,0
100000,2,2,2,27,0
160000,2,3,2,27,0
90000,2,3,2,27,0
190000,2,2,2,27,0
200000,2,2,2,28,0
50000,2,2,3,28,0
260000,2,3,2,28,0
250000,2,2,2,29,0
230000,2,3,2,29,0
240000,2,3,2,26,0
110000,2,3,2,27,1
60000,2,3,2,27,0
80000,2,3,2,24,0
230000,2,2,2,28,0
210000,2,3,2,28,0
100000,2,2,2,28,1
50000,2,2,2,29,1
50000,2,2,2,27,0
40000,2,3,2,27,1
90000,2,2,2,24,0
70000,2,3,2,25,0
30000,2,2,3,26,0
170000,2,3,2,27,0
80000,2,2,2,27,0
140000,2,2,2,27,0
30000,2,2,2,25,0
40000,2,2,2,25,1
50000,2,3,2,26,0
230000,2,2,2,26,0
60000,2,3,2,27,0
60000,2,3,2,27,0
250000,2,2,2,29,0
240000,2,3,3,29,0
310000,2,3,2,28,0
320000,2,3,2,28,0
20000,2,3,2,28,0
300000,2,3,2,28,0
50000,2,2,2,28,0
570000,2,3,2,28,0
160000,2,3,2,28,0
230000,2,2,2,28,0
250000,2,3,2,28,0
80000,2,2,2,28,0
60000,2,1,2,28,0
90000,2,4,2,24,0
150000,2,3,3,25,0
90000,2,1,3,25,0
150000,2,3,2,25,0
150000,2,3,2,24,0
400000,2,1,3,25,0
200000,2,3,2,25,0
210000,2,3,2,25,0
140000,2,2,3,28,1
220000,2,2,2,28,0
250000,2,2,3,29,0
120000,2,3,2,29,0
200000,2,2,3,28,0
50000,2,2,2,29,0
50000,2,1,2,29,0
230000,2,3,2,29,0
100000,2,3,3,29,0
50000,2,2,3,29,0
330000,2,3,2,27,0
90000,2,3,2,27,0
150000,2,2,3,27,0
70000,2,1,2,28,0
80000,2,3,2,28,0
130000,2,2,2,28,0
130000,2,3,2,29,0
140000,2,2,2,29,1
240000,2,1,3,27,1
160000,2,3,2,26,0
50000,2,3,2,26,1
500000,2,3,2,27,0
260000,2,2,3,28,0
100000,2,2,2,23,0
130000,2,2,2,23,0
80000,2,3,2,26,0
400000,2,2,2,29,0
360000,2,2,2,27,0
190000,2,3,2,28,0
90000,2,2,2,28,0
50000,2,3,2,29,0
80000,2,2,2,29,0
120000,2,2,2,29,0
100000,2,2,2,28,1
170000,2,3,3,28,0
90000,2,3,2,28,0
400000,2,3,2,27,1
230000,2,3,2,27,0
260000,2,3,2,28,0
110000,2,2,2,29,0
500000,2,2,2,28,0
90000,2,2,2,28,0
60000,2,3,2,28,0
320000,2,2,3,28,1
320000,2,2,3,29,0
190000,2,3,2,28,0
80000,2,3,2,28,1
230000,2,2,3,28,1
310000,2,3,3,29,0
260000,2,2,2,29,0
200000,2,3,2,29,0
200000,2,3,2,29,0
200000,2,2,2,28,0
50000,2,2,2,28,0
50000,2,1,2,28,1
50000,2,3,2,29,0
240000,2,2,3,29,0
100000,2,2,2,29,0
230000,2,2,2,28,0
230000,2,3,2,29,0
240000,2,2,3,28,1
150000,2,2,3,30,0
150000,2,2,3,30,0
200000,2,3,2,29,0
60000,2,2,2,29,1
50000,2,2,2,31,0
140000,2,2,2,31,0
220000,2,3,3,30,0
300000,2,3,2,28,0
300000,2,3,2,29,0
200000,2,3,2,29,0
80000,2,2,1,29,0
430000,2,2,2,29,1
60000,2,2,1,29,0
170000,2,2,2,29,0
50000,2,2,2,29,0
420000,2,2,2,26,0
80000,2,2,2,26,1
230000,2,3,2,27,1
270000,2,2,2,29,0
500000,2,3,2,28,0
220000,2,2,2,28,0
180000,2,1,2,24,0
50000,2,2,2,23,0
20000,2,4,2,22,0
20000,2,3,2,24,0
80000,2,3,2,22,0
120000,2,2,3,23,0
40000,2,3,2,23,0
100000,2,2,3,42,0
90000,2,2,2,25,0
160000,2,2,2,24,0
100000,2,3,2,24,0
230000,2,3,2,25,0
60000,2,3,2,28,0
300000,2,3,3,26,0
140000,2,2,3,29,0
300000,2,3,2,29,1
60000,2,3,2,29,0
360000,2,2,2,29,0
100000,2,3,2,29,0
100000,2,2,2,29,0
320000,2,3,2,29,0
500000,2,2,2,29,0
180000,2,3,2,30,0
280000,2,2,3,30,1
140000,2,2,3,30,0
200000,2,2,3,30,0
270000,2,3,2,30,0
230000,2,3,3,30,0
210000,2,3,2,29,0
170000,2,3,2,29,0
230000,2,3,2,29,0
300000,2,2,2,29,0
150000,2,1,2,29,0
360000,2,3,2,29,0
110000,2,2,2,29,1
150000,2,3,1,30,0
50000,2,3,2,27,0
170000,2,3,2,27,0
210000,2,2,2,27,0
50000,2,2,2,28,1
200000,2,2,2,30,0
100000,2,3,2,28,0
180000,2,2,2,31,0
80000,2,2,3,33,0
80000,2,2,3,27,1
50000,2,1,3,29,0
560000,2,2,3,28,0
150000,2,2,2,28,1
310000,2,2,2,27,1
210000,2,2,2,27,0
200000,2,3,2,27,0
100000,2,3,2,28,0
200000,2,2,3,28,0
40000,2,2,3,28,0
80000,2,1,3,29,0
360000,2,1,2,29,0
290000,2,2,2,28,0
90000,2,3,2,28,0
280000,2,3,2,29,0
50000,2,3,2,29,0
200000,2,1,3,29,0
400000,2,2,2,30,0
210000,2,3,2,31,0
50000,2,2,3,31,1
150000,2,3,2,30,0
230000,2,3,2,29,0
70000,2,3,2,29,0
450000,2,3,3,29,0
80000,2,2,2,29,0
380000,2,2,2,30,0
100000,2,2,3,31,0
30000,2,2,3,31,0
140000,2,3,2,31,0
320000,2,3,2,27,1
20000,2,2,3,24,0
350000,2,2,2,25,1
180000,2,2,2,25,0
30000,2,2,2,23,0
110000,2,3,2,24,0
50000,2,2,2,24,0
200000,2,2,2,31,0
100000,2,2,2,29,0
100000,2,3,2,27,0
150000,2,3,2,29,1
60000,2,2,3,27,0
80000,2,2,3,27,0
150000,2,3,2,26,0
30000,2,3,2,27,1
150000,2,3,2,26,0
250000,2,3,2,26,0
500000,2,3,2,29,0
230000,2,3,2,28,0
160000,2,3,2,29,0
360000,2,3,3,31,0
400000,2,2,3,30,0
130000,2,3,2,29,0
80000,2,3,2,28,0
160000,2,3,2,28,0
390000,2,3,3,28,0
200000,2,2,2,31,1
30000,2,2,3,30,0
50000,2,1,2,31,0
180000,2,2,2,31,0
200000,2,1,2,32,0
180000,2,2,3,32,0
250000,2,3,2,31,0
180000,2,3,2,29,0
50000,2,2,3,32,0
220000,2,3,3,33,0
360000,2,2,3,31,0
500000,2,3,2,29,0
50000,2,1,3,30,0
150000,2,2,2,30,0
150000,2,2,2,31,0
300000,2,3,2,31,0
130000,2,3,2,24,0
30000,2,1,2,22,0
90000,2,2,2,25,0
90000,2,2,2,25,1
70000,2,1,2,25,0
80000,2,2,3,25,1
60000,2,2,2,25,1
60000,2,1,2,26,0
420000,2,2,2,27,0
200000,2,3,2,27,1
220000,2,3,2,29,0
170000,2,3,2,29,0
500000,2,1,2,29,1
60000,2,3,2,29,1
140000,2,2,2,30,0
100000,2,2,3,31,0
180000,2,3,2,31,0
360000,2,3,2,31,0
420000,2,3,2,31,1
200000,2,2,2,29,0
260000,2,2,3,31,0
300000,2,2,2,30,0
400000,2,3,2,29,1
220000,2,3,2,30,0
130000,2,3,2,30,1
150000,2,3,2,29,0
280000,2,3,2,33,0
230000,2,3,2,33,0
180000,2,2,3,28,0
270000,2,2,2,29,0
190000,2,4,2,30,0
150000,2,1,2,30,0
230000,2,3,2,28,1
70000,2,1,3,29,0
500000,2,2,2,29,0
50000,2,2,3,30,1
220000,2,3,2,29,1
210000,2,2,3,30,0
260000,2,2,3,30,0
280000,2,3,2,29,0
180000,2,3,2,30,0
30000,2,1,3,29,1
20000,2,2,3,30,1
200000,2,2,3,32,0
80000,2,3,2,30,1
90000,2,2,2,31,1
20000,2,2,3,32,1
30000,2,1,3,32,0
70000,2,3,2,29,0
200000,2,2,3,29,0
420000,2,2,2,29,0
130000,2,2,3,29,0
160000,2,3,2,30,0
320000,2,3,3,29,0
130000,2,3,2,29,0
200000,2,3,2,29,1
320000,2,3,2,30,0
400000,2,2,3,30,0
390000,2,2,2,30,0
100000,2,3,3,29,0
100000,2,2,3,30,0
400000,2,2,2,31,0
100000,2,2,3,27,1
300000,2,1,3,27,0
20000,2,2,2,27,0
50000,2,2,2,27,0
100000,2,3,2,30,0
200000,2,2,3,30,0
300000,2,2,2,30,0
240000,2,1,3,30,0
240000,2,2,3,30,0
120000,2,1,3,30,1
350000,2,3,2,31,0
590000,2,3,2,31,0
240000,2,3,2,30,0
200000,2,4,2,27,0
300000,2,3,2,27,0
240000,2,2,3,28,0
170000,2,3,2,28,0
470000,2,2,2,30,0
110000,2,3,2,30,0
30000,2,1,2,24,1
80000,2,2,2,24,0
100000,2,3,2,24,0
160000,2,2,2,25,0
110000,2,3,2,27,0
150000,2,1,2,28,0
390000,2,3,2,30,0
180000,2,2,3,30,1
300000,2,3,2,29,0
400000,2,3,3,29,0
110000,2,3,2,29,0
120000,2,3,2,28,0
200000,2,2,2,28,0
120000,2,2,3,25,0
270000,2,2,2,25,0
250000,2,3,2,25,0
130000,2,2,3,25,0
290000,2,3,2,26,0
210000,2,2,2,26,0
200000,2,2,2,26,0
240000,2,3,2,28,0
170000,2,3,3,30,0
180000,2,3,2,28,0
280000,2,3,2,28,0
490000,2,2,2,28,0
240000,2,2,2,31,0
150000,2,3,3,31,0
350000,2,3,2,32,0
80000,2,2,3,30,0
330000,2,3,2,31,0
20000,2,2,3,31,0
