LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_BILL,AUGUST_BILL,JULY_BILL,JUNE_BILL,MAY_BILL,APRIL_BILL,DEFAULTED
370000,1,3,3,68,9,9,9,9,9,9,8207,11054,15840,20542,25255,30034,0
80000,1,3,3,53,9,10,9,9,9,7,9527,42908,42108,30610,32396,31743,0
40000,1,3,3,57,9,9,9,9,9,7,87313,88918,92387,94078,101340,20650,0
60000,1,3,3,54,8,7,9,9,9,9,60500,58926,58625,58822,56661,40700,0
300000,1,3,3,58,10,10,10,11,10,9,13620,5779,-1921,-1921,1912,1921,0
430000,1,3,3,69,9,10,10,10,10,9,3658,1962,6591,854,44275,32731,0
190000,1,1,3,67,7,7,7,7,9,9,186797,191210,195681,190545,191478,187875,0
200000,1,2,3,65,10,10,10,10,10,10,1269,3784,5755,2255,8014,3635,0
150000,1,3,3,54,8,7,7,7,7,7,23959,23276,25294,26780,27143,27563,1
200000,1,3,3,58,11,11,11,11,11,11,0,0,0,0,0,0,1
50000,1,3,3,58,9,9,9,9,9,9,55262,53057,50447,34608,22658,18503,0
300000,1,3,3,55,11,11,11,10,10,10,14202,0,0,11940,17693,2402,0
480000,1,2,3,53,8,10,10,10,10,10,-11,11349,13461,9327,1368,1538,0
290000,1,1,3,53,9,9,9,9,9,9,271508,261713,267792,273208,277225,284010,0
360000,1,3,3,54,8,10,10,10,10,9,-281,2520,7508,434,2139,993,1
110000,1,2,3,56,9,9,9,9,9,9,93983,88777,82501,54458,45943,44724,0
220000,2,3,2,27,10,10,7,10,10,9,375,750,375,375,750,375,0
120000,2,2,1,59,7,7,7,7,7,7,82172,80266,85919,86910,87893,86370,1
50000,2,1,2,26,9,9,9,11,11,10,6450,10744,0,0,0,239,1
70000,2,2,3,37,9,9,7,9,9,9,67374,70890,66782,67266,66431,67046,0
30000,2,2,2,35,9,9,9,9,11,11,29728,30479,13052,0,0,0,0
60000,2,2,3,32,9,9,9,9,9,9,13070,14542,15998,16706,17188,17394,0
110000,2,2,2,28,9,9,9,9,9,9,35208,36619,38026,40332,41772,43052,1
30000,2,1,3,30,10,10,10,10,9,9,1483,1378,2381,2967,1746,780,0
60000,2,1,3,34,9,9,9,9,9,9,53748,41668,29306,27800,27552,29545,0
60000,2,3,2,26,10,10,10,10,10,10,959,0,849,1120,327,531,0
30000,2,2,2,24,8,7,7,7,7,9,16704,18121,19030,19424,18818,23307,0
60000,2,1,3,49,9,9,9,9,9,9,60335,52211,48293,49311,50290,51346,0
180000,2,4,2,26,9,9,9,9,9,9,42086,96998,133743,135900,159631,160881,0
240000,2,2,3,34,9,9,9,9,9,9,65883,66386,67444,68461,69423,70843,0
220000,2,3,2,30,10,10,10,10,10,10,8939,316,541,4188,3473,7653,0
100000,2,1,3,35,10,10,10,10,10,11,390,390,0,780,0,0,0
180000,2,3,2,27,10,9,9,9,7,9,4676,5764,6837,9367,8758,8800,0
140000,2,2,3,26,9,9,9,9,9,9,128720,129996,132004,127275,48724,48875,0
60000,2,2,3,27,8,7,7,7,7,7,25547,24838,27725,26981,28921,29506,1
90000,2,1,3,56,9,9,9,9,9,9,59524,57898,57739,55499,48246,47850,0
50000,2,2,2,27,7,9,9,9,7,7,16557,17975,20366,22710,23541,23027,1
290000,2,3,2,28,9,9,9,9,9,9,125679,113486,116427,103550,64527,64030,0
400000,2,3,2,47,11,11,11,11,11,11,6573,8155,11724,10570,15120,11453,0
60000,2,2,2,35,9,9,9,10,9,9,42174,40510,20513,22123,17094,18668,0
60000,2,2,2,29,9,9,9,9,10,9,10450,3388,11722,10937,21528,20835,0
180000,2,2,2,29,11,11,11,11,11,11,0,0,4690,0,150,193,1
130000,2,2,2,24,9,9,9,9,9,9,128499,131370,123434,122806,125287,127992,0
110000,2,3,2,24,7,9,9,9,9,7,85123,40882,35428,39680,44097,42543,1
160000,2,2,2,35,9,9,9,7,9,9,24306,25590,29169,28406,28836,30208,0
500000,2,3,2,25,8,10,10,10,10,9,-46,9412,1260,0,1121,6566,0
160000,2,3,2,26,10,10,10,10,10,10,5323,1714,2003,2580,0,380,0
80000,2,3,2,29,8,10,10,10,10,10,0,416,832,28940,832,0,0
70000,2,3,2,28,9,10,10,10,10,10,12018,39270,603,2288,1380,2028,0
130000,2,4,2,27,9,9,9,9,9,9,106852,107599,109902,112635,114472,117556,0
20000,2,1,3,23,9,9,9,9,9,9,5373,7286,8311,11179,10400,3782,0
90000,2,1,2,27,8,7,9,9,9,9,94699,92290,90719,39902,39200,38531,1
30000,2,3,2,24,9,9,9,9,9,9,4848,6524,6290,4440,4531,1300,0
360000,2,2,2,25,9,9,9,9,9,9,354626,356006,351383,335323,332865,333404,1
150000,2,2,2,30,9,9,9,9,9,9,106911,105889,96548,87085,52323,51260,0
360000,2,2,3,26,9,9,9,9,9,9,358897,357100,362900,293597,249345,228470,1
160000,2,3,2,29,10,9,10,9,9,9,3462,4673,12741,10023,11023,8922,0
120000,2,1,3,51,9,9,9,7,7,7,26496,28586,33828,34236,34734,35292,0
160000,2,2,3,25,9,9,9,9,9,9,83005,84023,81765,84265,84437,81265,0
190000,2,3,2,27,9,9,9,9,9,9,14671,15141,17574,18943,20405,42921,0
110000,2,3,2,28,9,9,9,9,9,9,65024,61848,57944,53857,35036,31973,0
290000,2,2,2,26,9,9,9,9,9,9,291861,254619,226755,155527,125986,107792,0
20000,2,3,2,24,8,10,10,10,11,10,0,1516,500,0,0,1500,0
200000,2,3,2,28,8,10,6,7,7,11,0,344,344,344,0,0,0
440000,2,3,2,30,10,10,10,9,9,9,777,612,87426,171244,150897,117870,0
70000,2,3,2,27,7,7,7,7,7,7,43616,44597,45784,46528,47458,48347,1
160000,2,2,2,24,9,9,9,9,9,9,39604,24023,21323,18933,12763,0,0
120000,2,2,2,30,10,10,10,10,10,10,140,3230,3011,1964,1883,1538,0
20000,2,1,3,22,7,9,9,9,9,9,16358,17063,18406,18992,16564,16944,0
310000,2,3,2,27,11,11,11,11,11,11,1000,304,1852,2587,8441,14761,0
80000,2,1,3,29,9,9,9,9,9,9,15008,17434,19145,21807,24442,27038,0
180000,2,2,2,29,8,7,9,9,9,7,77494,75658,76942,80419,90715,37376,0
250000,2,3,2,28,9,9,9,9,9,9,176925,179079,186166,189786,195130,198147,1
180000,2,2,2,24,9,9,9,9,10,9,8031,9269,9029,11186,23320,6666,1
130000,2,2,2,29,7,9,9,9,9,9,120844,123333,126347,129249,132093,129155,1
330000,2,1,3,27,10,10,10,10,9,9,7098,4863,906,46353,2175,30824,0
310000,2,2,2,29,9,9,9,9,9,10,135195,78756,44127,44782,2108,1983,0
70000,2,3,2,25,9,9,9,9,9,9,27990,24526,25532,25971,14859,14930,0
30000,2,2,2,29,7,7,7,7,7,9,18872,21734,21103,22939,22273,22814,1
290000,2,2,3,29,7,9,9,9,9,9,112676,113924,116828,119857,122243,124885,1
260000,2,3,2,29,7,9,9,10,10,10,19006,19113,16376,2590,390,390,1
250000,2,3,2,26,9,9,9,9,9,9,187336,184608,188570,188585,205272,208778,0
120000,2,2,2,28,8,11,11,11,11,11,0,0,0,0,0,0,1
230000,2,3,2,26,9,9,9,9,9,9,166511,159766,142435,136502,122572,110839,0
390000,2,3,2,27,9,9,9,9,9,9,375023,376767,359292,348513,272077,225079,0
30000,2,2,3,28,11,11,11,11,11,11,435,0,0,295,-5,-5,0
50000,2,2,2,26,8,7,7,7,7,11,49119,44419,42521,38517,19221,19774,1
180000,2,3,2,28,9,9,9,9,9,9,49550,43015,50238,49461,43877,32411,0
500000,2,2,2,34,9,9,9,9,9,9,367463,287148,262173,90450,9685,-39046,0
50000,2,3,2,29,10,10,11,10,10,10,2463,0,0,536,326,652,0
80000,2,2,3,28,9,10,10,10,10,10,8432,928,3602,5495,10059,5700,0
460000,2,2,3,28,9,9,9,10,10,10,25537,23314,16098,3316,3316,3316,0
150000,2,1,3,28,9,9,9,9,9,11,3558,4725,2980,3234,0,0,0
50000,2,2,3,27,9,9,9,9,9,9,48292,47171,37779,28424,29133,27509,0
20000,2,3,2,27,10,10,10,9,10,10,5888,4088,6597,9333,4133,8456,0
350000,2,3,2,33,9,9,10,10,9,9,14118,4278,8621,970,1345,2267,0
20000,2,2,3,24,10,5,5,6,5,6,19915,19902,19299,20686,20073,19470,1
400000,2,3,2,29,10,10,10,10,10,10,3807,3168,372,20031,916,30979,0
490000,2,2,2,35,9,9,9,9,10,9,48108,45281,46705,41125,20205,6483,0
280000,2,3,2,30,10,10,10,10,10,10,596,645,2550,349,1148,785,0
50000,2,2,2,23,10,9,9,9,9,9,48570,48599,49124,48930,50316,62794,0
20000,2,2,3,24,7,7,9,9,9,9,19891,15895,17140,18457,21381,18914,1
90000,2,3,2,27,9,9,7,9,9,9,46588,49496,48425,50611,52764,55898,0
150000,2,3,2,29,10,10,10,10,10,10,1639,592,3784,2340,5920,5400,0
70000,2,3,2,28,9,9,9,9,9,9,37325,38402,39476,40818,41833,45165,0
230000,2,3,2,30,10,10,10,10,10,10,1432,1094,665,582,472,746,0
200000,2,2,2,29,10,9,9,9,9,9,3334,4772,7675,10519,6980,8702,0
500000,2,2,2,28,9,9,9,9,9,9,182416,150298,88448,58009,47336,7112,0
160000,2,2,2,28,11,11,10,7,10,10,968,708,1841,441,3438,3046,0
250000,2,2,3,29,10,10,10,9,9,9,390,0,49140,32699,32949,34150,1
60000,2,2,2,27,9,9,9,9,9,9,57697,48934,44653,44056,42210,41796,1
180000,2,2,2,25,10,10,11,11,10,9,3887,0,0,0,2454,4710,0
500000,2,3,3,34,9,9,9,9,9,9,30376,32715,60927,76088,110294,108964,0
50000,2,2,3,25,8,6,7,7,9,9,52207,51067,51278,49425,30113,29644,0
140000,2,2,3,30,11,11,11,11,11,11,0,0,0,0,0,1122,0
460000,2,3,2,28,9,9,9,9,10,9,21333,16560,12570,19403,10063,8628,0
160000,2,2,2,39,9,9,7,7,7,9,30633,37119,36263,43481,43515,49619,1
50000,2,3,2,29,8,11,11,11,11,10,0,0,0,0,0,429,0
110000,2,3,2,26,9,9,9,9,9,9,103705,94786,94708,83765,73122,74366,0
100000,2,2,2,24,9,9,9,9,9,9,65744,67050,68456,69849,71240,72736,0
80000,2,3,2,29,9,9,9,9,9,7,19833,21192,22842,24147,29133,28532,0
230000,2,3,2,27,11,11,11,11,11,11,2978,6666,1951,67101,5136,10316,0
280000,2,2,3,38,9,9,9,9,9,10,8868,14766,16272,10496,6876,34574,0
20000,2,2,2,22,6,5,6,7,9,9,22353,21720,21098,20334,19943,19956,1
30000,2,2,2,22,7,9,9,9,9,9,30324,30123,30299,27758,22720,19136,1
30000,2,2,3,23,3,4,5,5,6,7,40439,37936,36489,33971,31632,28677,1
30000,2,3,2,23,9,9,9,10,9,9,10210,13754,-191,24149,25452,25104,0
30000,2,2,2,23,7,10,10,10,9,9,729,479,859,755,755,220,1
110000,2,2,2,24,10,9,9,9,9,9,90929,92303,92114,70057,28492,107453,0
30000,2,2,2,25,7,7,9,9,9,9,28518,27774,28987,24960,14358,16123,0
220000,2,2,2,25,9,9,9,9,9,9,215036,216083,217461,212995,182534,169250,0
20000,2,2,2,26,8,11,10,9,9,9,0,0,1568,1398,920,0,0
60000,2,2,2,26,7,7,7,7,7,7,55892,56685,55208,59175,60218,55447,0
90000,2,1,3,48,10,10,10,7,10,9,1102,-14,21816,316,632,316,0
100000,2,3,2,30,9,9,7,9,9,9,92909,96454,98010,99633,88708,93474,0
70000,2,2,3,33,9,9,9,9,9,9,52901,43981,33439,24926,10681,7431,0
210000,2,2,2,28,9,9,9,9,9,9,40236,29230,24717,26563,22812,13620,0
50000,2,2,2,22,9,9,9,9,9,9,51417,48260,43889,35324,24146,22914,0
50000,2,3,2,22,8,7,9,9,9,9,4112,3900,7737,3406,1470,1500,0
20000,2,2,2,22,10,6,7,7,9,9,18021,17439,17466,17846,18310,18923,1
130000,2,1,2,23,7,10,9,9,9,9,1330,5719,15578,19887,11659,11735,1
360000,2,3,3,44,8,11,11,11,11,11,0,0,0,0,0,0,0
200000,2,3,2,26,9,9,9,9,9,9,134780,138349,141821,145144,148268,151604,0
130000,2,3,3,35,9,9,9,9,9,9,23693,27228,30795,38637,39259,72981,0
100000,2,2,3,23,9,9,9,9,9,9,6584,7560,4470,1490,542,679,0
80000,2,2,2,22,9,9,9,9,9,9,77408,78363,72602,72525,56951,21952,0
60000,2,2,2,22,6,7,7,7,7,7,61558,59967,59693,39686,30077,30761,1
50000,2,2,2,23,9,9,9,9,9,9,50614,48702,47770,37239,20526,19771,0
10000,2,2,2,23,8,7,6,6,7,9,5699,7434,8164,7889,7614,7990,1
30000,2,1,2,23,7,7,7,9,9,7,27588,30354,29150,26731,29273,29887,1
50000,2,2,2,23,9,9,9,7,7,11,26001,16982,19313,18700,0,0,0
50000,2,3,2,22,7,7,11,11,11,11,4536,0,0,0,0,0,1
30000,2,2,2,22,10,7,7,7,7,7,11222,11738,13255,14380,14081,10796,1
50000,2,2,2,22,9,9,9,9,7,9,11970,14445,16391,17804,10868,12151,0
70000,2,2,2,22,9,9,9,9,9,9,68969,67682,68448,69316,29083,28140,0
20000,2,3,2,22,10,7,7,7,9,9,12831,12328,15195,14659,14642,15102,1
30000,2,2,2,22,9,9,9,9,9,9,19502,8999,11797,11972,16482,9082,0
30000,2,2,2,24,9,9,9,9,9,11,24835,23527,20701,8263,0,0,0
80000,2,2,2,24,9,9,9,9,9,9,17220,14844,12718,8808,7952,7925,0
130000,2,3,2,24,9,9,9,7,7,10,3621,4530,6627,3300,0,18300,0
10000,2,2,2,23,10,10,10,9,9,9,9438,1985,9436,8057,8891,-873,0
70000,2,1,2,23,9,9,9,10,9,9,14816,8237,-2601,69823,30446,29585,0
20000,2,2,2,21,9,9,9,9,9,9,19039,19684,18825,19876,20040,17755,0
20000,2,2,2,22,8,10,7,10,9,9,0,6594,4840,780,390,0,0
30000,2,2,2,22,7,7,7,7,7,7,24874,26163,26449,27915,27170,29071,0
50000,2,1,2,22,11,11,11,11,11,11,2498,-2,1697,0,0,5000,0
20000,2,2,2,24,10,10,10,7,9,9,396,1301,12056,11151,11219,18120,0
60000,2,2,2,22,7,9,9,9,9,9,46403,34438,30920,27817,26281,26830,1
50000,2,2,2,23,10,10,10,10,10,10,900,2757,4893,390,390,1670,0
20000,2,3,2,22,9,9,9,9,9,9,19458,18786,16249,16478,10735,3274,0
30000,2,2,2,22,9,9,9,9,9,9,19759,19973,22058,24598,26564,27521,0
20000,2,2,2,23,8,7,9,9,9,7,15596,15053,15773,17102,18704,18263,1
10000,2,3,2,23,7,9,9,9,9,7,3413,5188,6937,7946,8714,8432,0
50000,2,3,2,22,9,9,9,9,9,9,50813,50558,50455,49443,20405,19494,0
70000,2,3,3,22,9,9,9,9,7,9,64525,66548,67344,62083,29914,29406,0
20000,2,1,4,23,9,9,9,9,9,9,14702,16445,17563,18290,18665,19077,0
50000,2,2,2,23,8,10,9,9,9,9,14191,5896,6175,10000,1952,406,0
30000,2,2,3,23,7,9,9,9,9,9,27997,26049,27222,27729,28437,25336,0
50000,2,2,2,22,9,9,9,9,9,9,49619,50629,50778,48261,28768,29370,0
30000,2,1,2,23,6,7,9,9,9,9,30051,29274,30498,29713,29819,30342,0
80000,2,2,2,23,8,7,7,7,7,7,68594,66893,72307,70556,74021,75675,0
50000,2,1,2,23,9,9,9,9,9,9,32644,34096,34941,34243,28014,28528,0
20000,2,3,2,24,10,9,9,9,9,9,16582,17721,18762,19729,20134,19590,0
30000,2,3,2,25,9,9,9,9,9,9,26376,27483,28242,16498,16923,17649,0
80000,2,3,2,25,7,9,9,9,9,9,69614,68836,69714,57318,46921,41072,1
140000,2,3,2,25,10,10,10,10,10,10,30077,2809,7541,10661,2214,6020,0
210000,2,2,2,26,10,9,9,9,9,9,119269,60133,56076,39135,25396,18553,0
200000,2,3,2,26,9,9,9,9,9,9,200849,146340,146660,145623,144166,145141,0
20000,2,2,2,22,8,7,7,7,9,9,14645,14113,18550,17867,18072,17899,0
30000,2,2,3,22,7,7,7,9,9,9,30525,28574,14220,14188,7058,7976,1
150000,2,1,2,23,9,9,9,9,9,9,11329,10775,11829,7031,7172,5833,0
60000,2,3,2,24,9,9,9,9,9,9,35138,35776,34783,32158,28991,28434,0
20000,2,2,2,21,9,9,9,9,9,9,10109,11153,11841,4725,9135,18355,0
150000,2,3,2,25,9,9,9,9,9,9,119788,112824,92456,80532,59866,49472,0
70000,2,3,2,25,10,10,10,10,11,10,1288,0,1999,0,0,842,0
60000,2,2,3,30,9,9,9,9,9,9,65460,64128,62736,59133,57662,53059,1
30000,2,1,3,23,8,7,9,9,9,7,30380,25839,25963,27030,29079,29865,1
330000,2,2,2,31,9,9,9,9,9,9,30532,33814,38243,39603,40542,41239,0
20000,2,1,2,22,6,7,7,5,5,5,1650,1650,1650,1650,1650,1650,1
180000,2,2,3,35,10,10,9,9,9,9,1175,5317,8388,8529,7739,3803,0
20000,2,3,2,23,9,9,9,9,7,9,23809,24798,24258,24172,21959,20898,0
130000,2,2,2,24,9,9,9,10,10,11,14518,15000,0,1207,0,0,0
30000,2,2,2,25,9,9,9,9,9,9,28709,28649,29619,30224,27326,30297,1
30000,2,2,2,22,9,9,7,9,9,9,27762,30392,27688,28134,29591,28883,0
500000,2,3,2,37,11,11,11,11,11,11,315,2579,3824,813,0,4443,0
450000,2,3,3,38,9,9,9,9,9,9,108390,96704,84033,72279,55757,37161,0
50000,2,2,2,22,9,9,9,9,10,9,44593,33019,13552,0,28105,29684,0
60000,2,2,2,24,9,9,9,10,10,10,58692,61225,54673,2193,8258,0,0
130000,2,2,2,22,8,11,10,7,7,11,0,0,1485,299,0,0,0
280000,2,2,2,25,9,9,9,9,9,9,139019,141146,129252,103317,101085,104181,0
100000,2,2,3,26,9,9,9,9,9,9,7086,7644,8197,9203,3815,5493,0
60000,2,3,2,24,9,9,9,9,9,9,57802,58960,60862,59279,59176,58128,0
80000,2,3,2,25,10,10,10,11,10,10,177,1200,0,0,7240,0,0
130000,2,3,2,27,8,10,9,10,10,9,0,1386,5275,198,3992,8893,0
30000,2,2,2,21,9,9,9,9,9,9,9696,10406,5068,2023,1163,0,0
50000,2,2,2,22,8,7,7,7,9,9,38633,36378,33533,28591,28390,28739,0
50000,2,2,2,23,9,9,11,11,11,11,43634,0,0,0,0,0,1
50000,2,1,2,23,7,7,9,9,9,7,7285,7022,7887,8898,9565,9267,1
90000,2,2,2,23,9,9,9,9,9,9,90508,89618,75342,71668,49358,50296,1
70000,2,3,2,23,11,11,10,9,9,9,-22,-11,5173,6345,7083,8961,0
110000,2,2,2,25,9,9,9,9,9,9,80374,81652,47291,43857,45684,40994,0
80000,2,2,2,25,9,9,9,9,9,9,81477,81058,80510,81565,81232,81422,0
50000,2,1,2,23,9,9,9,9,9,9,49971,51132,50608,37700,11325,9814,0
130000,2,2,2,23,10,9,10,10,10,10,13429,2984,9811,5136,19040,2940,0
130000,2,3,2,24,10,10,10,11,11,10,7353,3700,0,0,0,297,0
60000,2,2,2,24,9,9,9,9,9,9,28277,27295,27403,23837,23078,22618,1
140000,2,1,2,24,11,11,11,11,11,11,0,580,2298,299,3330,0,0
110000,2,2,2,24,8,7,9,9,9,9,72184,69650,70172,48720,48540,43692,0
100000,2,2,2,24,8,7,9,9,9,7,7127,6867,8095,9296,10241,9936,1
20000,2,2,3,24,9,9,9,9,10,9,17599,18920,19000,0,80,540,0
90000,2,2,2,24,9,9,9,9,9,9,89608,87743,87363,74329,48451,48715,0
50000,2,2,3,24,9,9,9,9,9,9,46437,40703,20215,21116,20036,18952,0
30000,2,2,2,24,10,9,9,9,9,9,1513,27350,28561,29684,32650,34299,0
130000,2,2,3,23,10,10,10,10,10,10,579,1186,0,497,0,186,1
50000,2,2,2,26,10,10,10,10,10,10,390,2078,390,390,0,780,0
80000,2,2,3,23,9,9,9,9,9,9,79874,60000,47160,32382,8706,3876,0
50000,2,2,2,23,9,9,9,9,9,10,21699,33109,32856,27438,4786,768,0
130000,2,3,2,24,9,9,9,9,9,9,78744,74511,81315,75538,77172,79442,0
20000,2,3,2,24,10,10,10,10,9,10,390,390,390,1052,662,1202,0
120000,2,3,2,24,11,11,11,11,11,11,0,0,0,0,1000,0,0
20000,2,2,2,24,8,7,6,7,10,9,9739,12322,3023,2748,12351,13927,0
80000,2,2,2,24,9,9,9,9,9,10,13118,11622,12011,3210,1651,2256,0
50000,2,3,2,24,9,9,9,9,9,9,35871,36312,35827,32834,29052,28288,0
100000,2,3,2,24,9,9,9,9,9,9,76025,68016,63520,64825,65725,67183,0
70000,2,2,2,24,9,9,9,9,7,9,12954,14425,18171,20861,20231,22831,0
90000,2,2,3,25,10,10,9,9,9,9,7766,13788,15459,43380,46632,14177,0
280000,2,2,2,25,8,7,10,10,10,10,6714,4526,3868,389,389,384,0
400000,2,3,2,26,10,9,9,9,9,9,2871,6260,6651,6542,7093,9134,0
130000,2,1,2,26,9,9,9,9,9,9,113707,115323,120461,121177,4623,5402,0
30000,2,4,2,22,9,9,9,9,9,11,24979,26418,26791,14500,0,0,1
50000,2,1,2,23,7,9,9,7,9,9,25046,25174,27850,27038,27465,20943,1
80000,2,2,2,23,8,7,7,7,7,7,21775,21127,23772,23092,24806,24272,1
50000,2,1,2,22,7,7,7,9,9,9,24729,22719,18408,19330,19561,19815,0
10000,2,3,2,23,8,7,7,10,10,11,8356,7864,6171,1681,0,0,0
90000,2,2,2,24,9,9,9,9,9,7,83590,84960,85744,79963,70021,70853,0
50000,2,3,2,24,6,7,7,7,9,9,8506,10194,10928,10456,11279,12095,1
100000,2,2,2,24,10,10,11,11,10,10,3587,660,6010,2789,2973,3611,0
90000,2,2,3,25,7,9,9,9,9,9,90371,87525,89052,85807,68186,69011,1
100000,2,3,2,25,9,9,9,9,9,9,40083,44385,45117,25845,7141,9141,0
310000,2,3,2,26,11,11,11,11,11,11,297,0,0,0,0,0,0
210000,2,3,2,26,8,7,9,9,9,9,7271,4951,1815,3789,4721,5641,0
340000,2,2,2,25,11,11,11,11,11,11,-2,-2,466,-3,1292,586,0
30000,2,2,3,25,7,9,9,9,9,9,27458,21203,18394,19560,13035,13836,1
70000,2,2,2,25,7,7,7,7,7,7,67588,68983,70691,71692,67740,68470,1
450000,2,3,2,25,11,11,11,11,11,11,0,0,0,0,0,0,0
110000,2,3,2,26,9,9,9,9,9,9,111306,111038,87820,67259,50007,51202,0
30000,2,2,3,26,10,10,10,10,10,10,3761,7215,2730,1770,0,11242,0
10000,2,2,2,26,8,7,7,7,7,7,6220,5975,8104,7807,8329,6613,1
50000,2,3,2,26,9,9,9,9,9,9,49392,50350,50154,49766,24492,22974,0
120000,2,3,2,27,10,10,9,9,9,9,13060,23008,119558,93652,23862,0,0
210000,2,3,2,27,9,9,9,9,9,9,21275,18405,76779,67518,66364,65038,0
260000,2,2,2,27,11,11,11,11,11,11,895,0,0,0,0,0,0
300000,2,3,2,27,9,9,9,9,9,9,183468,180149,168098,181257,175362,179536,0
160000,2,3,2,27,9,9,9,9,9,9,96441,98353,99864,101900,103924,106101,0
30000,2,2,2,27,9,9,9,9,7,7,8476,9677,10715,13218,12709,17463,0
120000,2,2,3,22,7,7,9,9,9,9,121522,120084,122250,70901,40860,39553,0
70000,2,2,2,23,9,9,9,9,9,9,68410,67449,66767,65528,47888,44198,0
90000,2,3,2,23,10,10,11,10,10,10,3030,0,0,4220,1130,212,0
60000,2,2,2,24,9,9,9,9,9,9,57674,59213,60764,60070,40479,39871,0
60000,2,3,2,24,9,9,9,9,9,9,22504,23547,24877,21465,21218,21300,0
50000,2,3,2,22,9,9,9,9,9,9,49772,50537,49556,49902,38391,29427,0
100000,2,3,2,23,10,10,10,9,10,10,4357,1897,4153,2972,1990,1861,0
50000,2,2,3,24,9,9,9,9,9,9,34983,34922,37248,30640,16158,0,0
20000,2,2,2,24,6,7,7,7,7,7,322,322,322,322,322,322,1
80000,2,3,2,24,9,9,9,9,9,9,34106,33045,32318,30171,32950,30899,0
300000,2,4,2,26,9,9,9,9,11,11,293880,242669,76777,34072,11632,15429,0
100000,2,2,2,23,10,10,10,9,10,10,892,2180,10876,11714,7177,10455,0
140000,2,2,2,25,9,9,10,10,10,9,140286,143649,435,556,92556,94567,1
80000,2,2,2,23,7,9,9,9,9,9,71975,64153,47680,33336,24439,26187,1
60000,2,1,2,23,9,9,9,9,9,9,30660,30286,29757,30122,30498,28647,0
230000,2,2,2,23,8,10,10,10,10,10,-15,6179,1502,708,2882,1939,0
120000,2,2,2,25,9,9,7,9,9,7,46953,48670,49587,50961,53597,55094,0
50000,2,3,2,23,9,9,9,7,9,9,48771,50062,51016,48133,47822,48126,0
60000,2,3,2,24,9,9,9,9,9,9,59267,60042,59225,59947,60107,57338,0
50000,2,2,2,24,11,11,11,10,9,9,50096,49917,0,24415,25305,25775,0
210000,2,2,3,25,9,9,9,9,9,9,7788,8801,9825,10838,12652,13060,0
90000,2,2,2,23,9,9,9,9,9,9,13107,13740,14770,13306,10465,9704,0
20000,2,3,2,24,9,9,9,9,9,9,19403,18989,18914,19883,19293,19993,0
130000,2,2,2,22,9,9,9,9,9,9,34970,14867,10341,9788,7193,9006,0
20000,2,2,2,22,9,9,9,9,9,9,16653,18062,18374,19222,18014,18627,0
90000,2,2,2,24,9,9,9,9,9,9,14329,14520,14747,4753,5152,4664,0
30000,2,3,2,23,10,10,10,10,10,9,23225,29801,10008,9336,24339,16710,0
30000,2,2,3,23,9,9,9,9,9,9,27222,27630,28618,28833,9895,12155,0
150000,2,2,2,24,8,11,11,11,10,10,0,0,0,0,2000,2000,0
20000,2,3,2,24,9,9,9,9,9,9,20933,22202,21867,21813,21228,21614,1
80000,2,1,3,25,9,9,9,9,9,9,63214,61943,61458,57045,50652,48476,0
40000,2,2,2,25,9,9,9,7,9,9,34084,35169,37940,36824,37242,37900,0
240000,2,3,2,27,11,10,10,10,10,11,5886,5055,8774,1854,-9584,-15483,0
100000,2,4,2,27,9,9,9,9,9,9,152330,66107,60734,48816,28679,30231,0
100000,2,3,2,30,8,11,11,11,11,11,0,0,0,0,0,0,0
150000,2,1,2,25,11,11,11,11,11,11,0,1145,2580,0,0,0,0
270000,2,2,2,25,9,9,9,9,9,9,22579,23579,24613,25617,25434,25966,0
400000,2,2,2,24,9,9,9,9,9,9,35660,37065,38142,38870,30059,27656,0
50000,2,3,2,25,9,9,9,9,9,9,38153,34476,25857,26621,27178,28038,0
80000,2,3,2,25,10,7,7,11,11,11,259,259,0,0,0,0,0
20000,2,2,2,25,9,9,9,9,9,9,4120,5387,6440,7373,8246,11095,0
240000,2,1,2,25,9,10,10,10,10,10,198768,2986,191142,98080,19380,100000,0
70000,2,2,2,25,7,9,9,9,7,7,19112,20115,20837,22986,22319,23952,1
50000,2,2,2,26,7,9,9,9,9,9,47510,32952,22289,22752,9325,9270,0
70000,2,3,2,23,9,9,9,9,9,9,45707,40238,36620,32163,29620,23384,0
170000,2,4,2,24,11,11,10,10,9,9,85663,-37,1740,97961,66257,12106,0
110000,2,1,2,26,8,6,7,9,9,9,117274,116911,112706,108302,46774,48300,0
100000,2,3,3,26,9,9,9,9,9,9,98530,95849,97235,93531,43975,45512,0
10000,2,3,2,23,6,7,7,9,9,9,7067,8092,7820,8824,8996,9182,1
230000,2,2,2,23,8,6,7,7,7,7,5263,5021,3579,31053,30334,38203,0
230000,2,2,2,23,10,10,10,10,10,9,5049,1444,14019,1045,12525,12219,0
60000,2,2,3,23,9,9,9,10,10,10,43714,47653,51400,399,500,10400,0
50000,2,1,2,23,9,9,9,9,9,7,17976,18254,16428,16986,18579,17317,0
